api_name,node_machinefamily,node_machinetype,node_machinesize,node_memory_size,node_vcpus_count,node_ecu_count,ecu_per_vcpu,memory_per_vcpu,accelerator_count,accelerator,processor,storage_size,storage_type,storage_bandwidth,interconnection_bandwidth,storage_throughput,storage_trim_support,storage_iops
r6g.metal,EC2Family_Memory,EC2Type_R6G,EC2Type_R6G_Metal,512.0G,64,0,0,8.00G,0,na,AWS Graviton2,EBS only,na,19000.0M,25G,2375.0M,na,80000
r6g.xlarge,EC2Family_Memory,EC2Type_R6G,EC2Type_R6G_xLarge,32.0G,4,0,0,8.00G,0,na,AWS Graviton2,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
r6gd.12xlarge,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_12xLarge,384.0G,48,0,0,8.00G,0,na,AWS Graviton2,2850G,NVMe SSD,14250.0M,20G,1781.25M,Yes,50000
r6gd.16xlarge,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_16xLarge,512.0G,64,0,0,8.00G,0,na,AWS Graviton2,3800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
r6gd.2xlarge,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_2xLarge,64.0G,8,0,0,8.00G,0,na,AWS Graviton2,474G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
r6gd.4xlarge,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_4xLarge,128.0G,16,0,0,8.00G,0,na,AWS Graviton2,950G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
r6gd.8xlarge,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_8xLarge,256.0G,32,0,0,8.00G,0,na,AWS Graviton2,1900G,SSD,9500.0M,12G,1187.5M,Yes,40000
r6gd.large,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_Large,16.0G,2,0,0,8.00G,0,na,AWS Graviton2,118G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
r6gd.medium,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_Medium,8.0G,1,0,0,8.00G,0,na,AWS Graviton2,59G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
r6gd.metal,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_Metal,512.0G,64,0,0,8.00G,0,na,AWS Graviton2,3800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
r6gd.xlarge,EC2Family_Memory,EC2Type_R6GD,EC2Type_R6GD_xLarge,32.0G,4,0,0,8.00G,0,na,AWS Graviton2,237G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
r6i.12xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_12xLarge,384.0G,48,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,15000.0M,18.75G,1875.0M,na,60000
r6i.16xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_16xLarge,512.0G,64,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,20000.0M,25G,2500.0M,na,80000
r6i.24xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_24xLarge,768.0G,96,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,30000.0M,37.5G,3750.0M,na,120000
r6i.2xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_2xLarge,64.0G,8,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
r6i.32xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_32xLarge,1024.0G,128,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,40000.0M,50G,5000.0M,na,160000
r6i.4xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_4xLarge,128.0G,16,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
r6i.8xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_8xLarge,256.0G,32,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,12.5G,1250.0M,na,40000
r6i.large,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_Large,16.0G,2,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
r6i.metal,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_Metal,1024.0G,128,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,40000.0M,50G,5000.0M,na,160000
r6i.xlarge,EC2Family_Memory,EC2Type_R6I,EC2Type_R6I_xLarge,32.0G,4,0,0,8.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
r6id.12xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_12xLarge,384.0G,48,0,0,8.00G,0,na,Intel Xeon 8375C,2850G,NVMe SSD,15000.0M,18.75G,1875.0M,Yes,60000
r6id.16xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_16xLarge,512.0G,64,0,0,8.00G,0,na,Intel Xeon 8375C,3800G,NVMe SSD,20000.0M,25G,2500.0M,Yes,80000
r6id.24xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_24xLarge,768.0G,96,0,0,8.00G,0,na,Intel Xeon 8375C,5700G,NVMe SSD,30000.0M,37.5G,3750.0M,Yes,120000
r6id.2xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_2xLarge,64.0G,8,0,0,8.00G,0,na,Intel Xeon 8375C,474G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
r6id.32xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_32xLarge,1024.0G,128,0,0,8.00G,0,na,Intel Xeon 8375C,7600G,NVMe SSD,40000.0M,50G,5000.0M,Yes,160000
r6id.4xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_4xLarge,128.0G,16,0,0,8.00G,0,na,Intel Xeon 8375C,950G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
r6id.8xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_8xLarge,256.0G,32,0,0,8.00G,0,na,Intel Xeon 8375C,1900G,SSD,10000.0M,12.5G,1250.0M,Yes,40000
r6id.large,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_Large,16.0G,2,0,0,8.00G,0,na,Intel Xeon 8375C,118G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
r6id.metal,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_Metal,1024.0G,128,0,0,8.00G,0,na,Intel Xeon 8375C,7600G,NVMe SSD,40000.0M,50G,5000.0M,Yes,160000
r6id.xlarge,EC2Family_Memory,EC2Type_R6ID,EC2Type_R6ID_xLarge,32.0G,4,0,0,8.00G,0,na,Intel Xeon 8375C,237G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
t1.micro,EC2Family_General,EC2Type_T1,EC2Type_T1_Micro,0.613G,1,0,0,0.61G,0,na,unknown,EBS only,na,unset,Very Low,0M,na,0
t2.2xlarge,EC2Family_General,EC2Type_T2,EC2Type_T2_2xLarge,32.0G,8,0,0,4.00G,0,na,Intel Xeon Family,EBS only,na,unset,Moderate,0M,na,0
t2.large,EC2Family_General,EC2Type_T2,EC2Type_T2_Large,8.0G,2,0,0,4.00G,0,na,Intel Xeon Family,EBS only,na,unset,Low to Moderate,0M,na,0
t2.medium,EC2Family_General,EC2Type_T2,EC2Type_T2_Medium,4.0G,2,0,0,2.00G,0,na,Intel Xeon Family,EBS only,na,unset,Low to Moderate,0M,na,0
t2.micro,EC2Family_General,EC2Type_T2,EC2Type_T2_Micro,1.0G,1,0,0,1.00G,0,na,Intel Xeon Family,EBS only,na,unset,Low to Moderate,0M,na,0
t2.nano,EC2Family_General,EC2Type_T2,EC2Type_T2_Nano,0.5G,1,0,0,0.50G,0,na,Intel Xeon Family,EBS only,na,unset,Low to Moderate,0M,na,0
t2.small,EC2Family_General,EC2Type_T2,EC2Type_T2_Small,2.0G,1,0,0,2.00G,0,na,Intel Xeon Family,EBS only,na,unset,Low to Moderate,0M,na,0
t2.xlarge,EC2Family_General,EC2Type_T2,EC2Type_T2_xLarge,16.0G,4,0,0,4.00G,0,na,Intel Xeon Family,EBS only,na,unset,Moderate,0M,na,0
t3.2xlarge,EC2Family_General,EC2Type_T3,EC2Type_T3_2xLarge,32.0G,8,0,0,4.00G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2780.0M,Up to 5G,347.5M,na,15700
t3.large,EC2Family_General,EC2Type_T3,EC2Type_T3_Large,8.0G,2,0,0,4.00G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2780.0M,Up to 5G,347.5M,na,15700
t3.medium,EC2Family_General,EC2Type_T3,EC2Type_T3_Medium,4.0G,2,0,0,2.00G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3.micro,EC2Family_General,EC2Type_T3,EC2Type_T3_Micro,1.0G,2,0,0,0.50G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3.nano,EC2Family_General,EC2Type_T3,EC2Type_T3_Nano,0.5G,2,0,0,0.25G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3.small,EC2Family_General,EC2Type_T3,EC2Type_T3_Small,2.0G,2,0,0,1.00G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3.xlarge,EC2Family_General,EC2Type_T3,EC2Type_T3_xLarge,16.0G,4,0,0,4.00G,0,na,Intel Skylake E5 2686 v5,EBS only,na,2780.0M,Up to 5G,347.5M,na,15700
t3a.2xlarge,EC2Family_General,EC2Type_T3A,EC2Type_T3A_2xLarge,32.0G,8,0,0,4.00G,0,na,AMD EPYC 7571,EBS only,na,2780.0M,Up to 5G,347.5M,na,15700
t3a.large,EC2Family_General,EC2Type_T3A,EC2Type_T3A_Large,8.0G,2,0,0,4.00G,0,na,AMD EPYC 7571,EBS only,na,2780.0M,Up to 5G,347.5M,na,15700
t3a.medium,EC2Family_General,EC2Type_T3A,EC2Type_T3A_Medium,4.0G,2,0,0,2.00G,0,na,AMD EPYC 7571,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3a.micro,EC2Family_General,EC2Type_T3A,EC2Type_T3A_Micro,1.0G,2,0,0,0.50G,0,na,AMD EPYC 7571,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3a.nano,EC2Family_General,EC2Type_T3A,EC2Type_T3A_Nano,0.5G,2,0,0,0.25G,0,na,AMD EPYC 7571,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3a.small,EC2Family_General,EC2Type_T3A,EC2Type_T3A_Small,2.0G,2,0,0,1.00G,0,na,AMD EPYC 7571,EBS only,na,2085.0M,Up to 5G,260.57M,na,11800
t3a.xlarge,EC2Family_General,EC2Type_T3A,EC2Type_T3A_xLarge,16.0G,4,0,0,4.00G,0,na,AMD EPYC 7571,EBS only,na,2780.0M,Up to 5G,347.5M,na,15700
t4g.2xlarge,EC2Family_General,EC2Type_T4G,EC2Type_T4G_2xLarge,32.0G,8,0,0,4.00G,0,na,AWS Graviton2,EBS only,na,2780.0M,Up to 5G,434.37M,na,15700
t4g.large,EC2Family_General,EC2Type_T4G,EC2Type_T4G_Large,8.0G,2,0,0,4.00G,0,na,AWS Graviton2,EBS only,na,2780.0M,Up to 5G,434.37M,na,15700
t4g.medium,EC2Family_General,EC2Type_T4G,EC2Type_T4G_Medium,4.0G,2,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,2606.0M,Up to 5G,325.75M,na,11800
t4g.micro,EC2Family_General,EC2Type_T4G,EC2Type_T4G_Micro,1.0G,2,0,0,0.50G,0,na,AWS Graviton2,EBS only,na,2606.0M,Up to 5G,325.75M,na,11800
t4g.nano,EC2Family_General,EC2Type_T4G,EC2Type_T4G_Nano,0.5G,2,0,0,0.25G,0,na,AWS Graviton2,EBS only,na,2606.0M,Up to 5G,325.75M,na,11800
t4g.small,EC2Family_General,EC2Type_T4G,EC2Type_T4G_Small,2.0G,2,0,0,1.00G,0,na,AWS Graviton2,EBS only,na,2606.0M,Up to 5G,325.75M,na,11800
t4g.xlarge,EC2Family_General,EC2Type_T4G,EC2Type_T4G_xLarge,16.0G,4,0,0,4.00G,0,na,AWS Graviton2,EBS only,na,2780.0M,Up to 5G,434.37M,na,15700
u-12tb1.112xlarge,EC2Family_Memory,EC2Type_U12TB1,EC2Type_U12TB1_112xLarge,12288.0G,448,0,0,27.43G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-12tb1.metal,EC2Family_Memory,EC2Type_U12TB1,EC2Type_U12TB1_Metal,12288.0G,448,0,0,27.43G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-18tb1.metal,EC2Family_Memory,EC2Type_U18TB1,EC2Type_U18TB1_Metal,18432.0G,448,0,0,41.14G,0,na,Intel Xeon Platinum 8280L,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-24tb1.metal,EC2Family_Memory,EC2Type_U24TB1,EC2Type_U24TB1_Metal,24576.0G,448,0,0,54.86G,0,na,Intel Xeon Platinum 8280L,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-3tb1.56xlarge,EC2Family_Memory,EC2Type_U3TB1,EC2Type_U3TB1_56xLarge,3072.0G,224,0,0,13.71G,0,na,Intel Xeon Scalable,EBS only,na,19000.0M,50G,2375.0M,na,80000
u-6tb1.112xlarge,EC2Family_Memory,EC2Type_U6TB1,EC2Type_U6TB1_112xLarge,6144.0G,448,0,0,13.71G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-6tb1.56xlarge,EC2Family_Memory,EC2Type_U6TB1,EC2Type_U6TB1_56xLarge,6144.0G,224,0,0,27.43G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-6tb1.metal,EC2Family_Memory,EC2Type_U6TB1,EC2Type_U6TB1_Metal,6144.0G,448,0,0,13.71G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-9tb1.112xlarge,EC2Family_Memory,EC2Type_U9TB1,EC2Type_U9TB1_112xLarge,9216.0G,448,0,0,20.57G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
u-9tb1.metal,EC2Family_Memory,EC2Type_U9TB1,EC2Type_U9TB1_Metal,9216.0G,448,0,0,20.57G,0,na,Intel Xeon Scalable,EBS only,na,38000.0M,100G,4750.0M,na,160000
vt1.24xlarge,EC2Family_Accelerated,EC2Type_VT1,EC2Type_VT1_24xLarge,192.0G,96,0,0,2.00G,0,na,Intel Xeon Platinum 8259CL,EBS only,na,19000.0M,25G,2375.0M,na,80000
vt1.3xlarge,EC2Family_Accelerated,EC2Type_VT1,EC2Type_VT1_3xLarge,24.0G,12,0,0,2.00G,0,na,Intel Xeon Platinum 8259CL,EBS only,na,4750.0M,3.12G,593.75M,na,20000
vt1.6xlarge,EC2Family_Accelerated,EC2Type_VT1,EC2Type_VT1_6xLarge,48.0G,24,0,0,2.00G,0,na,Intel Xeon Platinum 8259CL,EBS only,na,4750.0M,6.25G,593.75M,na,20000
x1.16xlarge,EC2Family_Memory,EC2Type_X1,EC2Type_X1_16xLarge,976.0G,64,174.5,2.727,15.25G,0,na,Intel Xeon E7-8880 v3,1920G,SSD,7000.0M,10G,875.0M,No,40000
x1.32xlarge,EC2Family_Memory,EC2Type_X1,EC2Type_X1_32xLarge,1952.0G,128,349,2.727,15.25G,0,na,Intel Xeon E7-8880 v3,3840G,SSD,14000.0M,25G,1750.0M,No,80000
x1e.16xlarge,EC2Family_Memory,EC2Type_X1E,EC2Type_X1E_16xLarge,1952.0G,64,179,2.797,30.50G,0,na,Intel Xeon E7-8880 v3,1920G,SSD,7000.0M,10G,875.0M,No,40000
x1e.2xlarge,EC2Family_Memory,EC2Type_X1E,EC2Type_X1E_2xLarge,244.0G,8,23,2.875,30.50G,0,na,Intel Xeon E7-8880 v3,240G,SSD,1000.0M,Up to 10G,125.0M,No,7400
x1e.32xlarge,EC2Family_Memory,EC2Type_X1E,EC2Type_X1E_32xLarge,3904.0G,128,340,2.656,30.50G,0,na,Intel Xeon E7-8880 v3,3840G,SSD,14000.0M,25G,1750.0M,No,80000
x1e.4xlarge,EC2Family_Memory,EC2Type_X1E,EC2Type_X1E_4xLarge,488.0G,16,47,2.938,30.50G,0,na,Intel Xeon E7-8880 v3,480G,SSD,1750.0M,Up to 10G,218.75M,No,10000
x1e.8xlarge,EC2Family_Memory,EC2Type_X1E,EC2Type_X1E_8xLarge,976.0G,32,91,2.844,30.50G,0,na,Intel Xeon E7-8880 v3,960G,SSD,3500.0M,Up to 10G,437.5M,No,20000
x1e.xlarge,EC2Family_Memory,EC2Type_X1E,EC2Type_X1E_xLarge,122.0G,4,12,3,30.50G,0,na,Intel Xeon E7-8880 v3,120G,SSD,500.0M,Up to 10G,62.5M,No,3700
x2gd.12xlarge,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_12xLarge,768.0G,48,0,0,16.00G,0,na,AWS Graviton2,2850G,NVMe SSD,14250.0M,20G,1781.25M,Yes,60000
x2gd.16xlarge,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_16xLarge,1024.0G,64,0,0,16.00G,0,na,AWS Graviton2,3800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
x2gd.2xlarge,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_2xLarge,128.0G,8,0,0,16.00G,0,na,AWS Graviton2,475G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
x2gd.4xlarge,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_4xLarge,256.0G,16,0,0,16.00G,0,na,AWS Graviton2,950G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
x2gd.8xlarge,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_8xLarge,512.0G,32,0,0,16.00G,0,na,AWS Graviton2,1900G,SSD,9500.0M,12G,1187.5M,Yes,40000
x2gd.large,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_Large,32.0G,2,0,0,16.00G,0,na,AWS Graviton2,118G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
x2gd.medium,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_Medium,16.0G,1,0,0,16.00G,0,na,AWS Graviton2,59G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
x2gd.metal,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_Metal,1024.0G,64,0,0,16.00G,0,na,AWS Graviton2,3800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
x2gd.xlarge,EC2Family_Memory,EC2Type_X2GD,EC2Type_X2GD_xLarge,64.0G,4,0,0,16.00G,0,na,AWS Graviton2,237G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
x2idn.16xlarge,EC2Family_Memory,EC2Type_X2IDN,EC2Type_X2IDN_16xLarge,1024.0G,64,0,0,16.00G,0,na,Intel Xeon Scalable,1900G,SSD,40000.0M,50G,5000.0M,Yes,130000
x2idn.24xlarge,EC2Family_Memory,EC2Type_X2IDN,EC2Type_X2IDN_24xLarge,1536.0G,96,0,0,16.00G,0,na,Intel Xeon Scalable,2850G,NVMe SSD,60000.0M,75G,7500.0M,Yes,195000
x2idn.32xlarge,EC2Family_Memory,EC2Type_X2IDN,EC2Type_X2IDN_32xLarge,2048.0G,128,0,0,16.00G,0,na,Intel Xeon Scalable,3800G,NVMe SSD,80000.0M,100G,10000.0M,Yes,260000
x2idn.metal,EC2Family_Memory,EC2Type_X2IDN,EC2Type_X2IDN_Metal,2048.0G,128,0,0,16.00G,0,na,Intel Xeon Scalable,3800G,NVMe SSD,80000.0M,100G,10000.0M,Yes,260000
x2iedn.16xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_16xLarge,2048.0G,64,0,0,32.00G,0,na,Intel Xeon Scalable,1900G,SSD,40000.0M,50G,5000.0M,Yes,130000
x2iedn.24xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_24xLarge,3072.0G,96,0,0,32.00G,0,na,Intel Xeon Scalable,2850G,NVMe SSD,60000.0M,75G,7500.0M,Yes,195000
x2iedn.2xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_2xLarge,256.0G,8,0,0,32.00G,0,na,Intel Xeon Scalable,237G,SSD,20000.0M,Up to 25G,2500.0M,Yes,65000
x2iedn.32xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_32xLarge,4096.0G,128,0,0,32.00G,0,na,Intel Xeon Scalable,3800G,NVMe SSD,80000.0M,100G,10000.0M,Yes,260000
x2iedn.4xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_4xLarge,512.0G,16,0,0,32.00G,0,na,Intel Xeon Scalable,475G,SSD,20000.0M,Up to 25G,2500.0M,Yes,65000
x2iedn.8xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_8xLarge,1024.0G,32,0,0,32.00G,0,na,Intel Xeon Scalable,950G,SSD,20000.0M,25G,2500.0M,Yes,65000
x2iedn.metal,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_Metal,4096.0G,128,0,0,32.00G,0,na,Intel Xeon Scalable,3800G,NVMe SSD,80000.0M,100G,10000.0M,Yes,260000
x2iedn.xlarge,EC2Family_Memory,EC2Type_X2IEDN,EC2Type_X2IEDN_xLarge,128.0G,4,0,0,32.00G,0,na,Intel Xeon Scalable,118G,SSD,20000.0M,Up to 25G,2500.0M,Yes,65000
x2iezn.12xlarge,EC2Family_Memory,EC2Type_X2IEZN,EC2Type_X2IEZN_12xLarge,1536.0G,48,0,0,32.00G,0,na,Intel Xeon Platinum 8252,EBS only,na,19000.0M,100G,2375.0M,na,80000
x2iezn.2xlarge,EC2Family_Memory,EC2Type_X2IEZN,EC2Type_X2IEZN_2xLarge,256.0G,8,0,0,32.00G,0,na,Intel Xeon Platinum 8252,EBS only,na,3170.0M,Up to 25G,396.25M,na,13333
x2iezn.4xlarge,EC2Family_Memory,EC2Type_X2IEZN,EC2Type_X2IEZN_4xLarge,512.0G,16,0,0,32.00G,0,na,Intel Xeon Platinum 8252,EBS only,na,4750.0M,Up to 25G,593.75M,na,20000
x2iezn.6xlarge,EC2Family_Memory,EC2Type_X2IEZN,EC2Type_X2IEZN_6xLarge,768.0G,24,0,0,32.00G,0,na,Intel Xeon Platinum 8252,EBS only,na,9500.0M,50G,1187.5M,na,40000
x2iezn.8xlarge,EC2Family_Memory,EC2Type_X2IEZN,EC2Type_X2IEZN_8xLarge,1024.0G,32,0,0,32.00G,0,na,Intel Xeon Platinum 8252,EBS only,na,12000.0M,75G,1500.0M,na,55000
x2iezn.metal,EC2Family_Memory,EC2Type_X2IEZN,EC2Type_X2IEZN_Metal,1536.0G,48,0,0,32.00G,0,na,Intel Xeon Platinum 8252,EBS only,na,19000.0M,100G,2375.0M,na,80000
z1d.12xlarge,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_12xLarge,384.0G,48,235,4.896,8.00G,0,na,Intel Xeon Platinum 8151,1800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
z1d.2xlarge,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_2xLarge,64.0G,8,45,5.625,8.00G,0,na,Intel Xeon Platinum 8151,300G,SSD,3170.0M,Up to 10G,396.25M,Yes,13333
z1d.3xlarge,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_3xLarge,96.0G,12,64,5.333,8.00G,0,na,Intel Xeon Platinum 8151,450G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
z1d.6xlarge,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_6xLarge,192.0G,24,116,4.833,8.00G,0,na,Intel Xeon Platinum 8151,900G,SSD,9500.0M,10G,1187.5M,Yes,40000
z1d.large,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_Large,16.0G,2,12,6,8.00G,0,na,Intel Xeon Platinum 8151,75G,SSD,3170.0M,Up to 10G,396.25M,Yes,13333
z1d.metal,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_Metal,384.0G,48,271,5.646,8.00G,0,na,Intel Xeon Platinum 8151,1800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
z1d.xlarge,EC2Family_Memory,EC2Type_Z1D,EC2Type_Z1D_xLarge,32.0G,4,23,5.75,8.00G,0,na,Intel Xeon Platinum 8151,150G,SSD,3170.0M,Up to 10G,396.25M,Yes,13333